F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,Target
UK,-71.14,147.87,High,11891.43,-7.98,-205.05,-10.81,-147.6,59.52,1354.86,-2525.94,23.39,192.04,1.98,72.21,-32.16,112.98,273.64,7,6398.87,2,-2543.44,2.74,4440.74,-257.08,162.06,-2175.2,53,8.82,16970.77,33.66,-1622.67,-1534.88,-8.93
Europe,-61.22,143.4,High,27341.01,-4.83,-345.54,-3.28,-55.77,59.34,2092.17,-792.54,21.48,2228.94,-11.84,1122.3,-26.29,293.55,294.02,1,3374.55,3,-941.82,0.29,2648.94,-407.74,58.02,-2762.5,39.3,9.1,20362.09,13.71,-1791.58,-1499.26,186.47
UK,-72.1,-126.06,Medium,20843.49,-11.31,-337.8,-7.61,-120.74,45.57,-404.01,-936.9,19.11,1416.86,-8.56,226.86,-27.18,94.68,333.72,7,2227.23,4,-2466.08,16.88,4276.52,-1628.64,143.55,-2878.36,47.9,2.6,19410.47,7.86,-1845.61,-2850.84,19.94
Rest,-80.16,243.9,Medium,17615.55,11.19,-230.01,-6.05,-81.13,60.3,435.27,-156.27,19.98,740.26,-10.44,183.15,-32.33,426.39,270.26,4,2033.29,3,-1496.9,0.37,4328.74,-693.86,219.36,-2021.18,38.84,4.4,16559.53,23.19,-2016.84,-2189.42,-8.93
USA,-72.56,232.32,Very low,27841.41,9.12,-280.02,-12.49,-98.69,55.53,274.05,-944.01,22.39,1322.74,-1.4,827.72,-25.88,74.25,223.34,8,2588.06,2,-1836.68,0.37,5748.36,-467.76,102.54,-1534.84,32.56,4.22,17851.83,14.43,-1274.19,-2027.96,-8.93
Rest,-68,175.26,Very high,37283.88,1.23,-165.96,-10.17,-67.36,58.5,-490.14,-945.63,21.51,1403.08,-3.02,520.33,-36.91,179.13,148.38,4,-1770.39,1,112.2,0,3110.02,-799.36,47.28,-2138.72,52.78,4.32,17704.16,5.64,-1196.42,-1974.96,120.6
Rest,-69.04,268.23,Very low,34066.68,12.12,-202.83,-8.56,-64.78,53.79,706.62,-3835.41,23.63,1276.56,11.78,35.78,-27.15,96.12,386.3,4,3631.19,3,-2149.4,0.08,4122.54,-283.18,16.41,-1282.38,44.58,7.42,8515.17,15.66,-1398.96,-2458.74,86.66
UK,-72.76,634.8,High,36370.89,5.4,-244.47,-7.43,-82.04,41.61,-711.54,-1743.21,23.95,1812.4,-9.34,443.68,-24.11,202.74,283.14,2,-526.17,2,-1528.24,0.14,5704.58,-1056.94,95.64,-2111.12,38.36,7.24,14596.15,6.18,-1965.9,-1898.26,410.95
UK,-59.24,48.6,Very high,25244.16,-1.2,-410.1,-4.03,-58.75,60.33,-248.94,-750.03,24.83,949.82,0.34,420.3,-13.04,105.36,291.58,4,3990.89,3,-824.04,0.09,2276.18,-293.88,203.73,-2412.04,58.82,10.14,20739.22,8.64,-1710.44,-705.68,661.28
USA,-72.06,203.34,High,15498.51,3.66,-405.75,-5.62,-133.99,93.6,165.78,-1252.65,25.24,1189.76,-3.52,389.49,-30.15,254.19,161.64,8,4274.72,2,-877.34,11.67,4108.5,-918.14,228.57,-3126.08,45.04,7.46,10571.38,5.85,-1888.53,-1704,59.57
Rest,-56.9,229.11,High,13289.73,8.13,-449.76,-8.25,-102.58,68.82,-871.53,-2258.97,9.32,172.28,-13.3,645.95,-24.95,145.59,341.82,6,9507.45,5,-1269.34,1.36,4997.12,-810.74,42.54,-2124.34,45.78,5.66,12406.12,16.17,-1948.35,-1606.08,-8.93
UK,-59.48,506.07,Very low,23140.41,22.74,-326.85,-6.79,-107.23,52.86,607.68,-1427.31,29.27,1516.98,-4.98,203.08,-34.64,191.46,239.46,6,-2664.36,2,-742.68,0,3588.38,-612.08,275.16,-2657.26,47.56,5.3,16091.34,1.38,-1971.59,-2121.52,54.11
Europe,-72.46,257.46,Medium,22249.38,3.87,-252.72,-10.56,-120.08,46.47,1841.46,-1566.36,23.33,323.56,-1.74,630.03,-26.57,297.69,395.54,3,4390.21,3,-1763.7,9.89,4098.76,-521.7,204.87,-1989.9,47.74,1,12176.29,10.47,-2233.79,-1326.44,346.12
USA,-77.36,146.52,Very low,23165.82,2.49,-323.07,-4.49,-65.27,65.22,431.31,-2506.38,21.64,803.12,-15.24,949.47,-29.86,285.57,260,5,2784.43,6,-2312.22,2.46,4136.44,402.26,174.6,-2391.38,35.86,12.82,17731.45,36.21,-2296.47,-1809.7,-8.93
Rest,-81.86,522.54,Medium,12683.58,16.02,-248.31,-15.08,-118.96,68.76,48.15,-1554.27,19.68,1556.4,-4.22,374.7,-26.47,43.29,274.18,3,6790.74,5,-2905.06,0.07,3960.42,65.36,140.46,-1361.64,46.16,1.52,17475.63,9,-1621.39,-2943.7,150.47
Rest,-69.86,148.71,Low,33608.07,13.89,-123.69,-7.63,-99.45,60.39,-1272.24,-1818.42,22.2,524.32,-4.84,337.4,-32.12,84.6,206.92,2,1513.34,3,-1025.68,0.07,4210.74,-743.88,112.05,-3154.08,50.54,12.18,17664.61,9.84,-1932.1,-1627.7,68.71
USA,-63.32,146.61,High,20320.14,4.77,-241.62,-2.09,-60.82,59.01,-168.75,-2357.88,28.43,1961.64,-7.66,361.11,-26.55,200.58,302.14,5,51.26,2,-1182.34,125.36,3929.16,-1225.96,166.74,-2451.56,41.62,18.4,7824.26,6.3,-2268.47,-3697.08,134.67
Europe,-79.52,183.96,High,21336.24,12.18,-194.22,-2.31,-67.62,41.55,-913.47,-1948.56,22.18,1048.2,-12.42,504.64,-23.49,204.99,312.26,2,6766.09,2,-1574.06,0.46,4291.82,-699.68,215.25,-1159.56,46.42,17.44,14929.95,4.38,-2200.37,-1659.54,227.01
UK,-80.36,100.86,Medium,-665.64,43.71,-168.12,-7.36,-60.82,75.36,-131.28,-1814.16,28.35,1351.92,-11.8,-221.52,-27.79,162.93,227.1,2,6725.78,2,-1560.5,0.12,3222.3,-366.98,185.07,-2958.04,44.32,1.66,25255.69,18.42,-1888.63,-1919.72,-4.41
Rest,-71.12,187.11,High,23996.43,7.2,-242.37,-1.14,-24.21,70.56,2914.41,-1001.85,21.83,1431.12,-0.36,-114.81,-24.63,101.61,179.08,2,5167.07,3,-1293.72,0,4569.84,-286.38,163.17,-3306.56,46.1,9.86,16990.39,12.75,-1449.95,-2253.02,151.13
Rest,-71.14,278.61,Very high,12574.8,14.34,-410.46,-3.77,-40.84,59.01,440.31,-2158.86,27.22,2200.2,-14.84,426.89,-21.41,114.84,230.7,3,5210.28,5,-2231.56,10.03,4683.74,-1726.78,5.25,-2150.78,31.28,4.8,14202.22,3.96,-1837.54,-2405.84,159.93
UK,-55.6,204.81,Very high,22647.15,-16.41,-435.18,-2.5,-72,49.05,-1077.39,-1132.74,19.2,247.84,-10.2,598.28,-21.68,171.45,147.44,6,4164.97,7,-510.86,1,2833.86,-353.42,52.02,-2957.32,33.42,5.24,22023.03,9.99,-2624.64,-2594.02,450.23
USA,-69.3,196.14,Medium,36259.86,-13.29,-343.14,-9.76,-49.8,56.64,1318.56,-1402.2,20.21,-130.54,-2.4,239.65,-26.76,133.11,297.52,5,7094.75,7,-1473.68,0.28,3919.06,-195.18,38.16,-1828.84,36.34,8.62,18116.29,6.78,-2253.78,-1863.38,271.24
USA,-59.42,194.34,Low,18236.52,-1.47,-267,-9.65,-81.23,63.42,708.87,-918.03,22.94,1616.08,-10.14,85.6,-27.53,0.78,154.24,3,1152.96,7,-1556.38,2.1,3992.52,-707.52,215.31,-1826.4,31.22,9.04,17271.96,8.64,-2510.7,-2204.16,253.15
Europe,-69.08,167.31,Very low,37719.03,28.83,-198.42,-8.79,-72.9,54.54,-422.13,-1835.73,22.13,1918.18,0.52,-123.31,-28.43,159.09,213.28,6,7582.84,1,-1488.46,37.48,3050.12,-432.84,118.95,-2278.52,48.34,20.18,15153.61,23.85,-2016.99,-2393.26,-8.93
UK,-79.04,206.4,Very high,24275.94,11.46,-180.81,-4.58,-42.26,65.4,1644.75,-2557.2,25.35,1573.32,-4.34,731.53,-24.87,162.81,265.82,1,5993.6,2,-1065.56,0.05,3567.68,-615.06,144.69,-981.96,56.38,4.2,19584.74,1.47,-2319.09,-1485.78,731.05
Rest,-73.88,262.23,Very high,30800.49,17.97,-399.9,-3.72,-73.41,54.33,338.7,-1687.26,23.13,1565.32,-8.26,332.55,-30.11,162.09,328.74,3,3893.87,4,-2085.36,2.58,5029.6,-482.64,41.7,-1315.32,44.54,8.16,18449.07,16.89,-1701,-3520.42,64.88
UK,-67.7,187.56,High,25874.91,3.51,-124.02,-11.64,-73.87,62.79,347.1,-229.47,24.49,681.16,-4.92,33.03,-31.65,282.42,443.14,4,6790.79,2,-1791.58,0.01,3212,-1256.5,158.19,-1845.16,33.22,5.9,22308.57,17.07,-2101.6,-2923.04,6.31
Europe,-64.02,222.03,Medium,33869.1,8.07,-422.73,-8.72,-114.77,72.06,-1071.6,-1370.73,22.69,1051.52,-12.44,44.92,-26.27,322.95,208.46,3,-3796.85,3,-2381.86,119.9,2682.66,-1089.82,56.19,-2278.72,53.54,11.16,22095.31,7.62,559.99,-2047.48,119.27
UK,-99.44,127.38,Medium,23029.44,10.11,-107.85,-9.64,-76.96,41.19,634.77,-264.48,29.55,1414.72,-16.18,573.96,-25.58,240.78,279.34,4,7791.22,2,93.3,5.99,2933.42,-661.5,207.24,-2494.34,53.88,9.22,15857.8,19.02,-2634.37,-2372.2,-8.93
Rest,-69.08,226.02,High,18145.32,9.09,-456.27,-13.08,-49.02,21.99,-197.73,-2227.5,24.5,1460.44,2.2,284.07,-28.67,231.42,277.14,4,5174.57,2,-1741.84,0.11,4975.46,-972.42,165.87,-2505.44,50.18,11.8,19553.87,18.03,-346.54,-2151.48,62.22
Rest,-62.44,97.62,High,3316.65,-0.69,-331.23,-8.77,-98.61,71.16,892.08,-2829.96,22.92,2299.84,-1.48,14.68,-25.76,66.9,402.16,4,2993.02,2,-2464.28,23.44,4638.22,-1001.92,248.82,-1910.88,69.12,8.96,17623.47,20.55,-2001.72,-3074.98,45.42
Europe,-71.66,468.63,Very high,25944.27,3.78,-301.74,-5.87,-82.15,54.93,-57.42,-1789.41,25.77,641.92,-0.86,81.7,-33.84,239.13,278.84,4,1704.64,2,-1678.5,4.22,5023.56,411.7,63,-2951.38,41.02,7.5,11776.16,49.14,-2305.51,-1417.34,-8.93
UK,-80.58,210.27,Low,38441.13,4.89,-206.34,-16.46,-107.06,52.56,-42.09,-1435.62,29.9,1225.7,-17.76,133.5,-42.78,317.31,272.26,1,5128.86,2,-2763.72,0.38,1662.92,-1237.08,90.75,-2504.04,43.68,10.88,18637.12,1.44,-1919.96,-1308.18,20.76
Rest,-74.64,126.42,High,23735.52,-20.4,-474.42,-7.66,-98.87,43.14,1114.77,-1024.74,29.32,1548.12,-10.12,803.82,-24.25,217.53,342.76,2,9074.33,4,-649.76,0.33,3218.66,-674.5,202.68,-1879.24,74.94,8.48,16947.56,20.13,-2763.62,-2369.58,16.96
USA,-69.74,168.99,Low,24162.66,11.67,-341.01,-10.89,-86.66,59.34,140.79,-971.34,16.91,605.78,-3.5,148.04,-22.58,314.25,237.72,3,4258.03,6,-1946.36,107.21,4919.58,-670.06,136.41,-1888.9,41.96,3.6,29065.32,18.87,-2140.84,-2225.82,146.58
Rest,-66.38,177.18,High,19158.51,4.59,-210.15,-4.93,-68.36,60.18,1565.01,-957.6,21.87,742.28,-4.68,327.37,-25.76,27.96,219.52,3,-925.86,1,-1256.32,0.01,4217.96,-346.9,-5.07,-2082.54,47.96,5.1,16962.41,3.78,-1704.35,-1932.72,143.16
Europe,-78.76,208.26,Very low,42542.76,16.44,-131.22,-8.74,-85.94,51.78,-844.23,-3017.52,23.45,1014.3,-2.76,-284.47,-25.85,93,423.54,5,4694.92,6,-1963.72,0.81,4065,-1231.22,110.67,-1789.32,50.66,0.4,17653.34,15.81,-2024.19,-530.64,-8.93
Europe,-66.16,277.92,High,31751.34,-4.74,-99.39,-5.8,-21.95,44.28,-772.95,-1775.01,22.61,776.32,-7.06,934.23,-22.72,334.98,274.54,4,-1942.94,6,-157.92,0.01,3715,-1171.26,231.06,-1391.86,55.36,4.86,17928.09,4.56,-1850.25,-2383.48,514.53
Europe,-83.44,139.26,Very low,19432.32,-23.76,-377.52,-16.48,-53.48,107.73,776.25,-1491.6,26.85,1393.8,7.52,454.28,-23.93,255.96,303.84,4,3988.3,1,-945.54,0.5,3415.12,-730.3,91.83,-1716.56,48.18,9.46,16039.8,17.34,-1830.83,-2256.8,-8.93
UK,-73.22,151.2,Low,14453.07,6.57,-289.53,-9.84,-90.9,58.23,112.35,-1004.61,19.38,128.94,-12.18,458.38,-26.16,187.98,293.04,5,-1683.07,5,-1395.54,0.57,3045.04,-1178.06,284.37,-2144.2,40.86,6.2,15757.82,3.6,-1287.06,-2095.8,243.79
UK,-71.24,342.45,High,34021.83,9.21,-308.73,-9.48,-76.08,56.55,900.66,-2497.83,18.48,1655.9,-16.3,442.75,-28.21,293.19,349.3,5,113.78,6,-1470.82,0.21,4325.58,-1817.16,277.41,-1997.06,47.48,2.18,19312.19,0.69,-2017.84,-2775.88,398.88
USA,-87.54,192.45,Medium,15515.61,6.84,-292.35,-6.93,-36.28,68.85,188.46,-1775.58,22.09,745.82,-7.44,125.62,-25.68,93.48,174.48,4,-2418.42,1,-1519.68,1.79,3818.72,-2054.96,228.9,-2294.82,46.84,9.78,28060.88,27.72,-1914.37,-2387.14,-8.93
Europe,-64.86,120.24,Medium,7800.21,-2.67,-397.11,-6.67,-70.64,61.83,-97.77,-788.34,21.62,1456.52,-4.08,339.95,-26.12,154.86,301.52,8,2232.95,7,-1569.72,0.26,4377.2,-495.6,341.88,-2802.76,37.16,7.62,15107.84,19.2,-1240.11,-2448.48,-8.93
Europe,-79.56,230.94,Low,19974.09,3.33,-241.14,-5.98,-81.7,46.65,689.16,-1884.75,26.11,1301.66,-3.38,30,-22.99,243.99,269.3,2,2819.69,6,-1344,2.8,5505.94,-884.4,128.37,-2045.78,40.2,16.88,15142.2,10.68,-1950.32,-1957.6,476.8
USA,-74.3,188.43,Very low,11119.92,-3.24,-221.67,-10.97,-78.17,62.37,-795.42,-2194.83,22.12,1432.98,-7.28,423.63,-17.44,240.45,633.18,4,5803.75,5,-1159.62,0.2,3800.52,-303.94,155.31,-3105,42.7,0.06,5572.77,5.37,-1578.69,-1533.24,154.56
USA,-68,325.32,High,25045.53,-11.88,-277.11,-8.66,-80.92,64.74,748.98,-1770.03,24.7,310.26,-10.62,-171.57,-29.26,280.8,251.7,1,5310.77,4,-1357.1,11.59,4275.64,-190.8,46.11,-1870.22,51.08,7.68,18219.62,16.02,-1549.65,-2099.32,168.08
Europe,-64,188.19,High,22167.03,17.49,-274.08,-6.2,-113.45,41.04,-613.38,-2102.43,23.73,534.56,-3.1,593.17,-29.85,224.1,280.3,8,4379.73,5,-1049.94,1.72,4225.06,-662.7,205.02,-3621.26,32.64,10.64,18739.13,6.78,-1908.54,-1714.56,205.96
UK,-53.3,-376.8,Low,19194.45,1.71,-289.89,-12.99,-145.6,57.3,1278.66,-1042.47,24.42,666.96,-4.72,148.65,-18.64,171.93,332.3,3,1518.99,6,-1637.92,78.39,4401.14,-1028.38,13.08,-2218.88,38.58,16.42,14358.89,7.65,-1628.92,-2149.12,633.29
Rest,-66.66,206.94,Low,6672.87,3.99,-320.13,-9.51,-111.73,55.74,518.52,-2714.64,27.7,1759.94,-7.34,207.16,-27.72,48.42,246,3,3675.08,5,-1991,0.73,4834.34,-439.4,81.81,-2304.6,44.46,2.86,11007.51,8.43,-1582.29,-3626.38,114.4
Europe,-69.32,842.52,Medium,21691.86,-6.75,-192.21,-8.87,-97.58,56.25,1442.43,-354.9,23.64,51.42,-9.04,682.59,-25.89,290.43,294.72,1,4385.53,1,-1926.66,3.96,4725.02,-419.88,152.7,-3144.16,47.46,14.38,10300.87,8.01,-1904.04,-2510.84,175.83
Europe,-83.54,120.9,Very low,23081.7,16.44,-145.95,-9.4,-83.21,42.81,1270.2,-1497.24,18.95,365.62,-8.12,43.77,-21.83,176.61,342.06,7,6809.95,8,-1300.5,0.93,3309.8,-1361.48,86.34,-1835.16,47.6,0.86,15329.94,5.19,-1395.92,-1890.26,66.14
USA,-77.52,52.83,High,28883.31,33.3,-252.69,-10.43,-111.88,41.49,-880.77,-2009.61,25.2,1692.32,-11.62,268.82,-21.57,175.86,191.06,4,1852.6,2,-2779.5,0.04,4081.98,9.56,209.37,-1835,66.74,9.9,14311.53,21.09,-2183.39,-2718.34,-8.93
UK,-72.66,205.89,High,32061.18,9.3,-188.25,-13.35,-74.53,40.29,128.67,-1195.35,30.8,1623.02,-7.24,757.02,-28.86,38.04,253.12,2,8603.51,2,-1695.28,9.83,1590.94,-187.04,197.16,-2005.4,57.42,1.26,20250.83,12.69,-1915.58,-2276.64,125.34
Rest,-69.96,245.76,Low,32123.55,6.21,-357.39,-7.45,-68.89,41.4,2124.12,-1707.36,23.56,312.66,2.48,264.55,-22.08,382.38,337.14,4,3839.86,7,-1337.18,0.01,5002.78,-671.98,270,-1551.48,44.72,7.5,17243.76,30.09,-2434.96,-1421.3,21.7
UK,-79,108.69,High,14578.77,5.55,-136.41,-8.58,-58.82,66.15,40.44,-1524.15,23.14,449.96,-1.86,27.71,-30.41,221.13,255.66,6,2756.68,4,-3086.78,0.01,3483.48,-424.56,194.04,-2845.98,51.74,15.66,20054.52,13.17,-1855.87,-718.76,275.18
USA,-74.84,326.43,Medium,31628.94,5.25,-167.19,-8.02,-105.97,50.04,462.81,-598.17,24.97,1663.48,-2.88,619.96,-29.55,102.72,259.54,3,3520.46,5,-1334.96,6.73,4857.3,-128.86,249.24,-1972.08,43.5,6.14,18884.21,45.66,-1865.12,-1193.32,-8.93
USA,-69.2,52.35,High,18758.19,10.14,-345.9,-6.51,-73.73,69.69,1590.45,395.79,11.05,1436.52,-2.96,429.58,-17.49,36.39,374.44,2,6449.02,1,-1607.64,37.21,4796.14,1238.34,119.19,-1769.46,39.68,16.46,13070.68,10.32,-1874.62,-2956.04,205.41
USA,-71.1,195.51,Low,26570.58,-9.12,-178.8,-4.35,-80.88,67.38,-765.24,-2028.06,20.84,874.12,-2.56,392.24,-30.47,97.74,343.5,3,3400.83,4,-1639.18,0.72,4233.12,-1440.62,183.81,-1768.26,48.54,5.06,19479.46,4.92,-1931.21,-3029.7,266.22
USA,-66.9,-7.83,Very low,20571.9,9.99,-146.88,-9.11,-141.25,87,730.05,-1331.1,21.21,1268.16,-16.86,997.66,-27.97,276.27,235.4,3,7063.87,2,-1776.02,2537.09,4812.08,-654.06,127.29,-2563.28,36.36,2.88,13828.48,18.66,-1499.03,-2899.62,-8.93
USA,-59.14,239.46,Very high,27277.29,-3.48,-327.57,-6.95,-19.08,51.78,-588.12,-410.04,28.76,689.18,-7.3,445.26,-26.71,289.44,246.94,4,184.91,5,-2225.44,0.44,4126.36,-185.54,76.62,-3130.6,28.92,5.34,16695.89,7.65,-875.39,-2827.02,324.41
Rest,-78.92,125.4,Low,40301.07,5.64,-184.95,-7.24,-35.43,67.74,220.65,-1478.04,23.55,1346.8,-9.36,81.64,-23.28,150.15,321.74,4,3757.49,5,-2592.42,0.03,5243.72,-998.96,-48.45,-1521.28,44.98,4.56,21940.83,15.39,-1186.86,-2072.48,-8.93
Europe,-71.3,151.92,Very low,21896.58,-1.8,-389.67,-8.47,-78.74,61.44,-1330.68,-707.76,26.98,700.58,-0.52,668.97,-31.18,139.2,250.56,6,3522.96,7,-1975.36,0,4668.5,-364,161.49,-2053.86,48.14,4.1,18198.92,19.89,-1820.72,-2651.2,-8.93
Europe,-79.04,340.89,Low,49654.38,5.52,-269.79,-6.38,-102.05,57.45,1032,-1632.51,24.61,1911.08,2.46,461.96,-30.15,-23.34,268.88,1,1026.2,5,-1943.74,0.03,3134.22,-1400.64,273.21,-1837.22,45.4,1.86,20846.35,8.07,-2123.65,-1278.96,532.54
Rest,-73.72,282.57,Very high,35742.42,10.08,-309.09,-7.88,-90.45,61.05,-755.97,-1225.65,20.13,1043.08,-7.3,258.02,-30.34,110.31,181.96,2,4914.49,3,-564.6,3.19,4198.88,-1157.42,193.23,-2398.12,45.88,8.64,19177.45,7.32,-1915.48,-2890.56,143.72
Europe,-59.64,132.96,High,6205.74,-4.29,-216.15,-5.66,-67.45,60.36,-1605.03,-1721.16,22.76,842.46,-5.28,472.23,-27.02,93.9,261.26,5,3875.16,3,-2038.92,40.79,4107.54,-698.94,259.44,-2080.18,59.38,7.86,18879.44,16.56,-1853.08,-1693.54,56.86
Rest,-69.14,124.5,Low,34370.25,9.39,-321.21,-7.68,-80.25,52.56,666.78,-691.65,23.2,1543.42,-13.08,768.81,-26.52,307.02,609.72,1,4958.28,1,-777.5,1.74,3290.52,-1151.36,293.73,-1284.76,43.6,8.42,17514.15,9.39,-1486.56,-2910.08,-8.93
UK,-71.26,417.48,Very high,26866.8,21.66,-285.69,-5.34,-107.06,43.83,168.39,-1298.85,23.19,220.44,-0.98,304.8,-22.38,164.94,324.48,3,5189.64,4,-1420.12,59.13,3669.8,-38.66,57.42,-1345.36,35.68,9.72,22088.67,21.66,-1586.62,-2311.24,397.67
USA,-75.98,-27.24,Very high,14814.75,8.64,-296.16,-8.32,-48.72,52.32,-559.47,-1157.28,26.43,250.12,-3.62,213.1,-25.3,150.72,291.28,4,402.11,5,-2641.64,0.55,4578.46,-201.18,215.73,-1864.02,38.14,1.4,11692.13,6.6,-1878.11,-2992.18,430.87
Rest,-76.18,297.18,Low,4534.47,26.61,-285.39,-10.66,-103.98,58.77,423.45,-901.44,24.89,1635.18,-5.14,428.2,-26.38,100.47,268.26,5,10186.37,3,-2197.88,17.5,3691.34,-957.24,292.26,-2615.52,45.54,2.06,18130.53,9.48,-1795.44,-2753.14,15.29
Europe,-69.98,164.46,Low,10839.24,11.58,-383.34,-10.85,-63.18,63.39,30.3,-1568.25,25.93,1098.02,-1.72,230.73,-30.06,129.63,261.84,6,1281.45,3,-1494.18,0.11,4360.52,-1617.92,219.96,-2343.9,43.92,5.88,16816.02,16.62,-2276.03,-2459.82,-8.93
Rest,-69.94,188.88,Very low,14446.77,3.3,-324.96,-9.06,-82.67,53.19,-834.9,60.48,27.62,-341.32,-7.4,-26.42,-27.23,166.11,390,2,4738.59,10,-4613.6,3.79,4276.92,-1055.68,135.63,-1821.48,38.08,6.86,21076.79,9.18,-1908.1,-3058.76,225.87
UK,-92.9,146.58,High,24551.73,16.23,-46.68,-11.14,-49.92,43.08,-402.78,-1801.2,21.13,1224.22,-6.24,577.55,-26.98,284.94,288.14,4,1851.3,4,-1804,4.67,4350.48,-903.68,245.1,-2563.04,44.56,4.38,20765.95,20.13,-1925.26,-2389.86,79.24
Europe,-88.4,-2.13,Very high,18344.58,2.82,-329.73,-11.2,-98.01,62.25,208.44,-1166.64,19.44,709.64,-12.32,552.49,-28.15,40.35,291.94,6,2519.81,4,-1180.4,1498.61,2914.94,-427.46,12.3,-3195.62,36.74,5.52,21942.81,2.34,-939.95,-1130.84,298.13
UK,-76.74,173.22,Medium,8356.14,17.67,-199.8,-11.61,-141.1,60.69,513.66,-2175.93,24.32,1504.34,-16.86,215.79,-29.49,134.49,300.2,4,5603.63,1,-1384.76,0.32,5474.18,-561.16,138.96,-2835.02,36.46,5.54,18280.28,24.36,-2095.11,-2189.84,-8.93
Rest,-86.84,256.74,Medium,23264.31,8.7,-255.99,-3.79,-89.97,52.29,1219.29,-1421.1,11.94,1096.96,-12.14,261.34,-27.09,249.45,319.1,3,5762.57,4,-2225.64,6.13,4508.48,-311.3,-65.31,-1781.04,46.5,21.74,16525.59,5.91,-2335.71,-2698.86,56.09
UK,-76.18,375.81,Low,8755.89,7.05,-209.16,-11.03,-72.49,47.25,617.37,-1730.04,23.43,822.86,-9.74,445.54,-21.96,367.29,258.76,5,1753.33,6,-1554.28,0.49,3775.18,-711.2,148.77,-1882.22,54.08,19.52,19092.98,13.02,-1842.65,-2245.54,90.98
USA,-75.68,243.48,Low,21203.55,-23.76,-185.19,-8.69,-67.09,60.6,-24.09,-849,20.18,855.88,-5.28,462.05,-19.94,45.45,316.04,2,5308.05,4,-1593.8,17.6,2420.04,-840.08,208.08,-2958.18,50.18,8,15738.88,0.66,-1952.91,-1518.22,324.86
Europe,-69.2,251.91,Medium,4600.56,6,-272.61,-5.88,-85.72,57.3,635.31,-3616.17,25.32,90.04,-14.02,161.49,-32.19,171.87,352.1,4,6453.08,5,-3235.62,0.11,3783.82,-464.62,106.38,-1370.3,41.66,3.68,16444.73,6.84,-2030.15,-1846.42,173.11
UK,-76.62,171.09,Very high,23581.56,4.44,-187.32,-6.1,-49.94,51.45,466.71,-407.49,26.63,1764.7,-9.5,-439.34,-23.13,154.83,518,1,276.77,4,-1658.1,16.38,3565.14,-1554.68,267.45,-2352.78,50.84,3.88,17169.94,22.35,-1599.86,-2607.66,373.11
Europe,-68.5,101.58,Low,18681.45,-4.89,-168.18,-4.63,-75.22,88.53,1153.02,-553.5,23.09,2775.6,-5.14,712.67,-31.82,149.82,148.54,4,-290.98,3,-1515.8,19368.16,3325.46,-167.58,231.69,-2510.98,40.68,9.82,20631.7,12.09,-2462.7,-2504.66,69.17
Europe,-70.1,283.41,Low,14586.33,-10.95,-330.6,-10.2,-55.87,52.71,736.35,-1163.22,23.07,1853.3,-0.2,-127.95,-26.83,264.48,467.88,6,-1282.01,6,-2478.9,0.77,3615.06,347.9,312.36,-1733.22,67.36,24.14,16648.98,12.9,-2283.64,-2456.74,300.18
Rest,-70.82,33.42,Very high,38320.62,4.8,-265.35,-8.5,-141.65,58.77,-1023.03,-436.11,23.81,1117.18,-10.7,775.48,-32,139.98,445.96,4,4160,5,-1401.84,15.88,3364.06,-1956.06,115.5,-1640.56,33.28,5.24,17933.44,10.77,-1960.57,-2567.72,76.33
Europe,-79.84,223.35,High,27217.92,10.92,-299.34,-10.26,-93.85,53.52,383.16,-1499.07,10.38,727.96,-3.08,112.43,-26.6,206.43,437.54,4,4995.86,6,-1746.06,1.56,3912.52,-479.46,120.63,-1239.28,46.02,2.12,24838.2,1.56,-1780.85,-3226.36,551.17
UK,-69.04,308.31,High,27996.48,8.25,-274.68,-5.3,-173.09,51.6,-780.72,103.29,22.57,2186.58,0.68,206.11,-22.51,249.39,252.3,2,-256.8,3,-1539.28,14.06,3401.88,-1954.74,197.55,-1953.7,40.18,8.76,20059.29,3.99,-1635.11,-3119.04,737.73
UK,-64.6,-3.24,High,15645.3,13.8,-403.86,-8.23,-64.88,59.01,43.53,-2060.31,22.29,1686.48,-11.96,208.7,-26.02,346.65,295.32,3,1749.49,4,-3342.96,256.73,4553.9,-1675.7,95.94,-2854.24,43.82,5,19709.97,1.44,-2732.63,-1825.26,640.84
Europe,-63.78,504.72,Low,12203.94,-2.13,-344.58,-13.06,-60.47,68.46,-411.63,-1655.22,29.06,1482.12,-10.88,284.2,-24.98,135.9,68.94,1,3295.03,8,-1225.26,0.1,6396.64,-700.2,114.36,-1586.5,42.14,21.86,14111.95,28.38,-2305.23,-2674.82,69.73
Rest,-61.6,182.97,Medium,22424.19,17.58,-249.84,-5.35,-51.29,49.11,-932.55,110.16,29.01,2475.3,-9.86,-474.67,-26.33,158.82,280.38,1,3483.55,5,-1260.92,49.44,4183.82,310.6,-31.38,-2162.64,43.38,10.3,16301.95,34.8,-2500.85,-1755.32,-8.93
